,K,S,q,r,sigma,t,price
9165,199.0,171.95,0.0,0.1441,0.16424854217092363,0.5,16.5000544309363
9166,199.0,171.95,0.0,0.1441,0.16424854217092363,0.75,13.622973052523594
9167,199.0,171.95,0.0,0.1441,0.16424854217092363,1.0,11.43881171676538
9168,199.0,171.95,0.0,0.1441,0.26544998329566,0.25,22.75663122860187
9169,199.0,171.95,0.0,0.1441,0.26544998329566,0.5,20.98154292271621
9170,199.0,171.95,0.0,0.1441,0.26544998329566,0.75,19.590246938528928
9171,199.0,171.95,0.0,0.1441,0.26544998329566,1.0,18.346962930351054
9172,199.0,171.95,0.0,0.1441,0.3874180606791659,0.25,26.241541489743636
9173,199.0,171.95,0.0,0.1441,0.3874180606791659,0.5,26.76334561669026
9174,199.0,171.95,0.0,0.1441,0.3874180606791659,0.75,26.83271153029851
9175,199.0,171.95,0.0,0.1441,0.3874180606791659,1.0,26.609896000661678
9176,199.0,171.95,0.0,0.1441,0.7066863283197075,0.25,36.734411247180944
9177,199.0,171.95,0.0,0.1441,0.7066863283197075,0.5,42.2152464820817
9178,199.0,171.95,0.0,0.1441,0.7066863283197075,0.75,45.54863286424935
9179,199.0,171.95,0.0,0.1441,0.7066863283197075,1.0,47.70718614874249
9180,199.0,171.95,0.0,0.1882,0.02776319114275506,0.25,17.903899188203287
9181,199.0,171.95,0.0,0.1882,0.02776319114275506,0.5,9.182492393847221
9182,199.0,171.95,0.0,0.1882,0.02776319114275506,0.75,2.1150563134939926
9183,199.0,171.95,0.0,0.1882,0.02776319114275506,1.0,0.13195595142077046
9184,199.0,171.95,0.0,0.1882,0.16424854217092363,0.25,18.72551069469549
9185,199.0,171.95,0.0,0.1882,0.16424854217092363,0.5,13.569068983708297
9186,199.0,171.95,0.0,0.1882,0.16424854217092363,0.75,10.206241495544901
9187,199.0,171.95,0.0,0.1882,0.16424854217092363,1.0,7.837404675396838
9188,199.0,171.95,0.0,0.1882,0.26544998329566,0.25,21.065590481736194
9189,199.0,171.95,0.0,0.1882,0.26544998329566,0.5,18.291045745036506
9190,199.0,171.95,0.0,0.1882,0.26544998329566,0.75,16.20453884972532
9191,199.0,171.95,0.0,0.1882,0.26544998329566,1.0,14.459293322601606
9192,199.0,171.95,0.0,0.1882,0.3874180606791659,0.25,24.688651213641048
9193,199.0,171.95,0.0,0.1882,0.3874180606791659,0.5,24.165857422645935
9194,199.0,171.95,0.0,0.1882,0.3874180606791659,0.75,23.39417801474393
9195,199.0,171.95,0.0,0.1882,0.3874180606791659,1.0,22.472801861495025
9196,199.0,171.95,0.0,0.1882,0.7066863283197075,0.25,35.299511114054134
9197,199.0,171.95,0.0,0.1882,0.7066863283197075,0.5,39.60431688980799
9198,199.0,171.95,0.0,0.1882,0.7066863283197075,0.75,41.867148942753154
9199,199.0,171.95,0.0,0.1882,0.7066863283197075,1.0,43.043180835103456
9200,199.0,171.95,0.0,0.0118,0.02776319114275506,0.25,26.46381504791052
9201,199.0,171.95,0.0,0.0118,0.02776319114275506,0.5,25.879356793298854
9202,199.0,171.95,0.0,0.0118,0.02776319114275506,0.75,25.296620154097994
9203,199.0,171.95,0.0,0.0118,0.02776319114275506,1.0,24.715600691135897
9204,199.0,171.95,0.0,0.0118,0.16424854217092363,0.25,26.71321925179036
9205,199.0,171.95,0.0,0.0118,0.16424854217092363,0.5,27.0622193618608
9206,199.0,171.95,0.0,0.0118,0.16424854217092363,0.75,27.625288903393173
9207,199.0,171.95,0.0,0.0118,0.16424854217092363,1.0,28.22760739137176
9208,199.0,171.95,0.0,0.0118,0.26544998329566,0.25,28.216105295275835
9209,199.0,171.95,0.0,0.0118,0.26544998329566,0.5,30.432721721414662
9210,199.0,171.95,0.0,0.0118,0.26544998329566,0.75,32.44671687247097
9211,199.0,171.95,0.0,0.0118,0.26544998329566,1.0,34.23880463642236
9212,199.0,171.95,0.0,0.0118,0.3874180606791659,0.25,31.233894647309377
9213,199.0,171.95,0.0,0.0118,0.3874180606791659,0.5,35.643564782083494
9214,199.0,171.95,0.0,0.0118,0.3874180606791659,0.75,39.248155439981346
9215,199.0,171.95,0.0,0.0118,0.3874180606791659,1.0,42.32684493509331
9216,199.0,171.95,0.0,0.0118,0.7066863283197075,0.25,41.2769157895691
9217,199.0,171.95,0.0,0.0118,0.7066863283197075,0.5,50.81211949061653
9218,199.0,171.95,0.0,0.0118,0.7066863283197075,0.75,58.10040699948486
9219,199.0,171.95,0.0,0.0118,0.7066863283197075,1.0,64.13512067423436
9220,199.0,171.95,0.0,0.0559,0.02776319114275506,0.25,24.288317204915717
9221,199.0,171.95,0.0,0.0559,0.02776319114275506,0.5,21.564960500081792
9222,199.0,171.95,0.0,0.0559,0.02776319114275506,0.75,18.879404766916814
9223,199.0,171.95,0.0,0.0559,0.02776319114275506,1.0,16.231875870342716
9224,199.0,171.95,0.0,0.0559,0.16424854217092363,0.25,24.631468610504434
9225,199.0,171.95,0.0,0.0559,0.16424854217092363,0.5,23.27082532141504
9226,199.0,171.95,0.0,0.0559,0.16424854217092363,0.75,22.358172120691442
9227,199.0,171.95,0.0,0.0559,0.16424854217092363,1.0,21.629746973190688
9228,199.0,171.95,0.0,0.0559,0.26544998329566,0.25,26.334261877356372
9229,199.0,171.95,0.0,0.0559,0.26544998329566,0.5,27.055244702033427
9230,199.0,171.95,0.0,0.0559,0.26544998329566,0.75,27.705175203293823
9231,199.0,171.95,0.0,0.0559,0.26544998329566,1.0,28.20847690567276
9232,199.0,171.95,0.0,0.0559,0.3874180606791659,0.25,29.51467502310134
9233,199.0,171.95,0.0,0.0559,0.3874180606791659,0.5,32.500223058090015
9234,199.0,171.95,0.0,0.0559,0.3874180606791659,0.75,34.74896223930793
9235,199.0,171.95,0.0,0.0559,0.3874180606791659,1.0,36.509299251036815
9236,199.0,171.95,0.0,0.0559,0.7066863283197075,0.25,39.72279592529875
9237,199.0,171.95,0.0,0.0559,0.7066863283197075,0.5,47.81614857238124
9238,199.0,171.95,0.0,0.0559,0.7066863283197075,0.75,53.655613499888425
9239,199.0,171.95,0.0,0.0559,0.7066863283197075,1.0,58.23169183323747
9240,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.25,22.136672493638198
9241,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.5,17.344655805977883
9242,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.75,12.67285664404483
9243,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,1.0,8.21094212660766
9244,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.25,22.602157057664396
9245,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.5,19.741423701504612
9246,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.75,17.678565454710263
9247,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,1.0,16.026015668806533
9248,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.25,24.51362734032425
9249,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.5,23.90357926150291
9250,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.75,23.420719711832177
9251,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,1.0,22.918543338044728
9252,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.25,27.850371201172425
9253,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.5,29.540693766248477
9254,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.75,30.613760015369916
9255,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,1.0,31.278992795498077
9256,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.25,38.20873054403411
9257,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.5,44.95151346393796
9258,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.75,49.474901680427216
9259,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,1.0,52.76291858113982
9260,199.0,171.95,0.0,0.1441,0.02776319114275506,0.25,20.008619377669486
9261,199.0,171.95,0.0,0.1441,0.02776319114275506,0.5,13.216456846760906
9262,199.0,171.95,0.0,0.1441,0.02776319114275506,0.75,6.766765084404618
9263,199.0,171.95,0.0,0.1441,0.02776319114275506,1.0,2.0835142306125776
9264,199.0,171.95,0.0,0.1441,0.16424854217092363,0.25,20.631296667326463
9265,199.0,171.95,0.0,0.1441,0.16424854217092363,0.5,16.5000544309363
9266,199.0,171.95,0.0,0.1441,0.16424854217092363,0.75,13.622973052523594
9267,199.0,171.95,0.0,0.1441,0.16424854217092363,1.0,11.43881171676538
9268,199.0,171.95,0.0,0.1441,0.26544998329566,0.25,22.75663122860187
9269,199.0,171.95,0.0,0.1441,0.26544998329566,0.5,20.98154292271621
9270,199.0,171.95,0.0,0.1441,0.26544998329566,0.75,19.590246938528928
9271,199.0,171.95,0.0,0.1441,0.26544998329566,1.0,18.346962930351054
9272,199.0,171.95,0.0,0.1441,0.3874180606791659,0.25,26.241541489743636
9273,199.0,171.95,0.0,0.1441,0.3874180606791659,0.5,26.76334561669026
9274,199.0,171.95,0.0,0.1441,0.3874180606791659,0.75,26.83271153029851
9275,199.0,171.95,0.0,0.1441,0.3874180606791659,1.0,26.609896000661678
9276,199.0,171.95,0.0,0.1441,0.7066863283197075,0.25,36.734411247180944
9277,199.0,171.95,0.0,0.1441,0.7066863283197075,0.5,42.2152464820817
9278,199.0,171.95,0.0,0.1441,0.7066863283197075,0.75,45.54863286424935
9279,199.0,171.95,0.0,0.1441,0.7066863283197075,1.0,47.70718614874249
9280,199.0,171.95,0.0,0.1882,0.02776319114275506,0.25,17.903899188203287
9281,199.0,171.95,0.0,0.1882,0.02776319114275506,0.5,9.182492393847221
9282,199.0,171.95,0.0,0.1882,0.02776319114275506,0.75,2.1150563134939926
9283,199.0,171.95,0.0,0.1882,0.02776319114275506,1.0,0.13195595142077046
9284,199.0,171.95,0.0,0.1882,0.16424854217092363,0.25,18.72551069469549
9285,199.0,171.95,0.0,0.1882,0.16424854217092363,0.5,13.569068983708297
9286,199.0,171.95,0.0,0.1882,0.16424854217092363,0.75,10.206241495544901
9287,199.0,171.95,0.0,0.1882,0.16424854217092363,1.0,7.837404675396838
9288,199.0,171.95,0.0,0.1882,0.26544998329566,0.25,21.065590481736194
9289,199.0,171.95,0.0,0.1882,0.26544998329566,0.5,18.291045745036506
9290,199.0,171.95,0.0,0.1882,0.26544998329566,0.75,16.20453884972532
9291,199.0,171.95,0.0,0.1882,0.26544998329566,1.0,14.459293322601606
9292,199.0,171.95,0.0,0.1882,0.3874180606791659,0.25,24.688651213641048
9293,199.0,171.95,0.0,0.1882,0.3874180606791659,0.5,24.165857422645935
9294,199.0,171.95,0.0,0.1882,0.3874180606791659,0.75,23.39417801474393
9295,199.0,171.95,0.0,0.1882,0.3874180606791659,1.0,22.472801861495025
9296,199.0,171.95,0.0,0.1882,0.7066863283197075,0.25,35.299511114054134
9297,199.0,171.95,0.0,0.1882,0.7066863283197075,0.5,39.60431688980799
9298,199.0,171.95,0.0,0.1882,0.7066863283197075,0.75,41.867148942753154
9299,199.0,171.95,0.0,0.1882,0.7066863283197075,1.0,43.043180835103456
9300,199.0,171.95,0.0,0.0118,0.02776319114275506,0.25,26.46381504791052
9301,199.0,171.95,0.0,0.0118,0.02776319114275506,0.5,25.879356793298854
9302,199.0,171.95,0.0,0.0118,0.02776319114275506,0.75,25.296620154097994
9303,199.0,171.95,0.0,0.0118,0.02776319114275506,1.0,24.715600691135897
9304,199.0,171.95,0.0,0.0118,0.16424854217092363,0.25,26.71321925179036
9305,199.0,171.95,0.0,0.0118,0.16424854217092363,0.5,27.0622193618608
9306,199.0,171.95,0.0,0.0118,0.16424854217092363,0.75,27.625288903393173
9307,199.0,171.95,0.0,0.0118,0.16424854217092363,1.0,28.22760739137176
9308,199.0,171.95,0.0,0.0118,0.26544998329566,0.25,28.216105295275835
9309,199.0,171.95,0.0,0.0118,0.26544998329566,0.5,30.432721721414662
9310,199.0,171.95,0.0,0.0118,0.26544998329566,0.75,32.44671687247097
9311,199.0,171.95,0.0,0.0118,0.26544998329566,1.0,34.23880463642236
9312,199.0,171.95,0.0,0.0118,0.3874180606791659,0.25,31.233894647309377
9313,199.0,171.95,0.0,0.0118,0.3874180606791659,0.5,35.643564782083494
9314,199.0,171.95,0.0,0.0118,0.3874180606791659,0.75,39.248155439981346
9315,199.0,171.95,0.0,0.0118,0.3874180606791659,1.0,42.32684493509331
9316,199.0,171.95,0.0,0.0118,0.7066863283197075,0.25,41.2769157895691
9317,199.0,171.95,0.0,0.0118,0.7066863283197075,0.5,50.81211949061653
9318,199.0,171.95,0.0,0.0118,0.7066863283197075,0.75,58.10040699948486
9319,199.0,171.95,0.0,0.0118,0.7066863283197075,1.0,64.13512067423436
9320,199.0,171.95,0.0,0.0559,0.02776319114275506,0.25,24.288317204915717
9321,199.0,171.95,0.0,0.0559,0.02776319114275506,0.5,21.564960500081792
9322,199.0,171.95,0.0,0.0559,0.02776319114275506,0.75,18.879404766916814
9323,199.0,171.95,0.0,0.0559,0.02776319114275506,1.0,16.231875870342716
9324,199.0,171.95,0.0,0.0559,0.16424854217092363,0.25,24.631468610504434
9325,199.0,171.95,0.0,0.0559,0.16424854217092363,0.5,23.27082532141504
9326,199.0,171.95,0.0,0.0559,0.16424854217092363,0.75,22.358172120691442
9327,199.0,171.95,0.0,0.0559,0.16424854217092363,1.0,21.629746973190688
9328,199.0,171.95,0.0,0.0559,0.26544998329566,0.25,26.334261877356372
9329,199.0,171.95,0.0,0.0559,0.26544998329566,0.5,27.055244702033427
9330,199.0,171.95,0.0,0.0559,0.26544998329566,0.75,27.705175203293823
9331,199.0,171.95,0.0,0.0559,0.26544998329566,1.0,28.20847690567276
9332,199.0,171.95,0.0,0.0559,0.3874180606791659,0.25,29.51467502310134
9333,199.0,171.95,0.0,0.0559,0.3874180606791659,0.5,32.500223058090015
9334,199.0,171.95,0.0,0.0559,0.3874180606791659,0.75,34.74896223930793
9335,199.0,171.95,0.0,0.0559,0.3874180606791659,1.0,36.509299251036815
9336,199.0,171.95,0.0,0.0559,0.7066863283197075,0.25,39.72279592529875
9337,199.0,171.95,0.0,0.0559,0.7066863283197075,0.5,47.81614857238124
9338,199.0,171.95,0.0,0.0559,0.7066863283197075,0.75,53.655613499888425
9339,199.0,171.95,0.0,0.0559,0.7066863283197075,1.0,58.23169183323747
9340,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.25,22.136672493638198
9341,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.5,17.344655805977883
9342,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.75,12.67285664404483
9343,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,1.0,8.21094212660766
9344,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.25,22.602157057664396
9345,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.5,19.741423701504612
9346,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.75,17.678565454710263
9347,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,1.0,16.026015668806533
9348,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.25,24.51362734032425
9349,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.5,23.90357926150291
9350,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.75,23.420719711832177
9351,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,1.0,22.918543338044728
9352,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.25,27.850371201172425
9353,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.5,29.540693766248477
9354,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.75,30.613760015369916
9355,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,1.0,31.278992795498077
9356,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.25,38.20873054403411
9357,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.5,44.95151346393796
9358,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.75,49.474901680427216
9359,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,1.0,52.76291858113982
9360,199.0,171.95,0.0,0.1441,0.02776319114275506,0.25,20.008619377669486
9361,199.0,171.95,0.0,0.1441,0.02776319114275506,0.5,13.216456846760906
9362,199.0,171.95,0.0,0.1441,0.02776319114275506,0.75,6.766765084404618
9363,199.0,171.95,0.0,0.1441,0.02776319114275506,1.0,2.0835142306125776
9364,199.0,171.95,0.0,0.1441,0.16424854217092363,0.25,20.631296667326463
9365,199.0,171.95,0.0,0.1441,0.16424854217092363,0.5,16.5000544309363
9366,199.0,171.95,0.0,0.1441,0.16424854217092363,0.75,13.622973052523594
9367,199.0,171.95,0.0,0.1441,0.16424854217092363,1.0,11.43881171676538
9368,199.0,171.95,0.0,0.1441,0.26544998329566,0.25,22.75663122860187
9369,199.0,171.95,0.0,0.1441,0.26544998329566,0.5,20.98154292271621
9370,199.0,171.95,0.0,0.1441,0.26544998329566,0.75,19.590246938528928
9371,199.0,171.95,0.0,0.1441,0.26544998329566,1.0,18.346962930351054
9372,199.0,171.95,0.0,0.1441,0.3874180606791659,0.25,26.241541489743636
9373,199.0,171.95,0.0,0.1441,0.3874180606791659,0.5,26.76334561669026
9374,199.0,171.95,0.0,0.1441,0.3874180606791659,0.75,26.83271153029851
9375,199.0,171.95,0.0,0.1441,0.3874180606791659,1.0,26.609896000661678
9376,199.0,171.95,0.0,0.1441,0.7066863283197075,0.25,36.734411247180944
9377,199.0,171.95,0.0,0.1441,0.7066863283197075,0.5,42.2152464820817
9378,199.0,171.95,0.0,0.1441,0.7066863283197075,0.75,45.54863286424935
9379,199.0,171.95,0.0,0.1441,0.7066863283197075,1.0,47.70718614874249
9380,199.0,171.95,0.0,0.1882,0.02776319114275506,0.25,17.903899188203287
9381,199.0,171.95,0.0,0.1882,0.02776319114275506,0.5,9.182492393847221
9382,199.0,171.95,0.0,0.1882,0.02776319114275506,0.75,2.1150563134939926
9383,199.0,171.95,0.0,0.1882,0.02776319114275506,1.0,0.13195595142077046
9384,199.0,171.95,0.0,0.1882,0.16424854217092363,0.25,18.72551069469549
9385,199.0,171.95,0.0,0.1882,0.16424854217092363,0.5,13.569068983708297
9386,199.0,171.95,0.0,0.1882,0.16424854217092363,0.75,10.206241495544901
9387,199.0,171.95,0.0,0.1882,0.16424854217092363,1.0,7.837404675396838
9388,199.0,171.95,0.0,0.1882,0.26544998329566,0.25,21.065590481736194
9389,199.0,171.95,0.0,0.1882,0.26544998329566,0.5,18.291045745036506
9390,199.0,171.95,0.0,0.1882,0.26544998329566,0.75,16.20453884972532
9391,199.0,171.95,0.0,0.1882,0.26544998329566,1.0,14.459293322601606
9392,199.0,171.95,0.0,0.1882,0.3874180606791659,0.25,24.688651213641048
9393,199.0,171.95,0.0,0.1882,0.3874180606791659,0.5,24.165857422645935
9394,199.0,171.95,0.0,0.1882,0.3874180606791659,0.75,23.39417801474393
9395,199.0,171.95,0.0,0.1882,0.3874180606791659,1.0,22.472801861495025
9396,199.0,171.95,0.0,0.1882,0.7066863283197075,0.25,35.299511114054134
9397,199.0,171.95,0.0,0.1882,0.7066863283197075,0.5,39.60431688980799
9398,199.0,171.95,0.0,0.1882,0.7066863283197075,0.75,41.867148942753154
9399,199.0,171.95,0.0,0.1882,0.7066863283197075,1.0,43.043180835103456
9400,199.0,171.95,0.0,0.0118,0.02776319114275506,0.25,26.46381504791052
9401,199.0,171.95,0.0,0.0118,0.02776319114275506,0.5,25.879356793298854
9402,199.0,171.95,0.0,0.0118,0.02776319114275506,0.75,25.296620154097994
9403,199.0,171.95,0.0,0.0118,0.02776319114275506,1.0,24.715600691135897
9404,199.0,171.95,0.0,0.0118,0.16424854217092363,0.25,26.71321925179036
9405,199.0,171.95,0.0,0.0118,0.16424854217092363,0.5,27.0622193618608
9406,199.0,171.95,0.0,0.0118,0.16424854217092363,0.75,27.625288903393173
9407,199.0,171.95,0.0,0.0118,0.16424854217092363,1.0,28.22760739137176
9408,199.0,171.95,0.0,0.0118,0.26544998329566,0.25,28.216105295275835
9409,199.0,171.95,0.0,0.0118,0.26544998329566,0.5,30.432721721414662
9410,199.0,171.95,0.0,0.0118,0.26544998329566,0.75,32.44671687247097
9411,199.0,171.95,0.0,0.0118,0.26544998329566,1.0,34.23880463642236
9412,199.0,171.95,0.0,0.0118,0.3874180606791659,0.25,31.233894647309377
9413,199.0,171.95,0.0,0.0118,0.3874180606791659,0.5,35.643564782083494
9414,199.0,171.95,0.0,0.0118,0.3874180606791659,0.75,39.248155439981346
9415,199.0,171.95,0.0,0.0118,0.3874180606791659,1.0,42.32684493509331
9416,199.0,171.95,0.0,0.0118,0.7066863283197075,0.25,41.2769157895691
9417,199.0,171.95,0.0,0.0118,0.7066863283197075,0.5,50.81211949061653
9418,199.0,171.95,0.0,0.0118,0.7066863283197075,0.75,58.10040699948486
9419,199.0,171.95,0.0,0.0118,0.7066863283197075,1.0,64.13512067423436
9420,199.0,171.95,0.0,0.0559,0.02776319114275506,0.25,24.288317204915717
9421,199.0,171.95,0.0,0.0559,0.02776319114275506,0.5,21.564960500081792
9422,199.0,171.95,0.0,0.0559,0.02776319114275506,0.75,18.879404766916814
9423,199.0,171.95,0.0,0.0559,0.02776319114275506,1.0,16.231875870342716
9424,199.0,171.95,0.0,0.0559,0.16424854217092363,0.25,24.631468610504434
9425,199.0,171.95,0.0,0.0559,0.16424854217092363,0.5,23.27082532141504
9426,199.0,171.95,0.0,0.0559,0.16424854217092363,0.75,22.358172120691442
9427,199.0,171.95,0.0,0.0559,0.16424854217092363,1.0,21.629746973190688
9428,199.0,171.95,0.0,0.0559,0.26544998329566,0.25,26.334261877356372
9429,199.0,171.95,0.0,0.0559,0.26544998329566,0.5,27.055244702033427
9430,199.0,171.95,0.0,0.0559,0.26544998329566,0.75,27.705175203293823
9431,199.0,171.95,0.0,0.0559,0.26544998329566,1.0,28.20847690567276
9432,199.0,171.95,0.0,0.0559,0.3874180606791659,0.25,29.51467502310134
9433,199.0,171.95,0.0,0.0559,0.3874180606791659,0.5,32.500223058090015
9434,199.0,171.95,0.0,0.0559,0.3874180606791659,0.75,34.74896223930793
9435,199.0,171.95,0.0,0.0559,0.3874180606791659,1.0,36.509299251036815
9436,199.0,171.95,0.0,0.0559,0.7066863283197075,0.25,39.72279592529875
9437,199.0,171.95,0.0,0.0559,0.7066863283197075,0.5,47.81614857238124
9438,199.0,171.95,0.0,0.0559,0.7066863283197075,0.75,53.655613499888425
9439,199.0,171.95,0.0,0.0559,0.7066863283197075,1.0,58.23169183323747
9440,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.25,22.136672493638198
9441,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.5,17.344655805977883
9442,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,0.75,12.67285664404483
9443,199.0,171.95,0.0,0.09999999999999999,0.02776319114275506,1.0,8.21094212660766
9444,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.25,22.602157057664396
9445,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.5,19.741423701504612
9446,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,0.75,17.678565454710263
9447,199.0,171.95,0.0,0.09999999999999999,0.16424854217092363,1.0,16.026015668806533
9448,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.25,24.51362734032425
9449,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.5,23.90357926150291
9450,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,0.75,23.420719711832177
9451,199.0,171.95,0.0,0.09999999999999999,0.26544998329566,1.0,22.918543338044728
9452,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.25,27.850371201172425
9453,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.5,29.540693766248477
9454,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,0.75,30.613760015369916
9455,199.0,171.95,0.0,0.09999999999999999,0.3874180606791659,1.0,31.278992795498077
9456,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.25,38.20873054403411
9457,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.5,44.95151346393796
9458,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,0.75,49.474901680427216
9459,199.0,171.95,0.0,0.09999999999999999,0.7066863283197075,1.0,52.76291858113982
9460,199.0,171.95,0.0,0.1441,0.02776319114275506,0.25,20.008619377669486
9461,199.0,171.95,0.0,0.1441,0.02776319114275506,0.5,13.216456846760906
9462,199.0,171.95,0.0,0.1441,0.02776319114275506,0.75,6.766765084404618
9463,199.0,171.95,0.0,0.1441,0.02776319114275506,1.0,2.0835142306125776
9464,199.0,171.95,0.0,0.1441,0.16424854217092363,0.25,20.631296667326463
9465,199.0,171.95,0.0,0.1441,0.16424854217092363,0.5,16.5000544309363
9466,199.0,171.95,0.0,0.1441,0.16424854217092363,0.75,13.622973052523594
9467,199.0,171.95,0.0,0.1441,0.16424854217092363,1.0,11.43881171676538
9468,199.0,171.95,0.0,0.1441,0.26544998329566,0.25,22.75663122860187
9469,199.0,171.95,0.0,0.1441,0.26544998329566,0.5,20.98154292271621
9470,199.0,171.95,0.0,0.1441,0.26544998329566,0.75,19.590246938528928
9471,199.0,171.95,0.0,0.1441,0.26544998329566,1.0,18.346962930351054
9472,199.0,171.95,0.0,0.1441,0.3874180606791659,0.25,26.241541489743636
9473,199.0,171.95,0.0,0.1441,0.3874180606791659,0.5,26.76334561669026
9474,199.0,171.95,0.0,0.1441,0.3874180606791659,0.75,26.83271153029851
9475,199.0,171.95,0.0,0.1441,0.3874180606791659,1.0,26.609896000661678
9476,199.0,171.95,0.0,0.1441,0.7066863283197075,0.25,36.734411247180944
9477,199.0,171.95,0.0,0.1441,0.7066863283197075,0.5,42.2152464820817
9478,199.0,171.95,0.0,0.1441,0.7066863283197075,0.75,45.54863286424935
9479,199.0,171.95,0.0,0.1441,0.7066863283197075,1.0,47.70718614874249
9480,199.0,171.95,0.0,0.1882,0.02776319114275506,0.25,17.903899188203287
9481,199.0,171.95,0.0,0.1882,0.02776319114275506,0.5,9.182492393847221
9482,199.0,171.95,0.0,0.1882,0.02776319114275506,0.75,2.1150563134939926
9483,199.0,171.95,0.0,0.1882,0.02776319114275506,1.0,0.13195595142077046
9484,199.0,171.95,0.0,0.1882,0.16424854217092363,0.25,18.72551069469549
9485,199.0,171.95,0.0,0.1882,0.16424854217092363,0.5,13.569068983708297
9486,199.0,171.95,0.0,0.1882,0.16424854217092363,0.75,10.206241495544901
9487,199.0,171.95,0.0,0.1882,0.16424854217092363,1.0,7.837404675396838
9488,199.0,171.95,0.0,0.1882,0.26544998329566,0.25,21.065590481736194
9489,199.0,171.95,0.0,0.1882,0.26544998329566,0.5,18.291045745036506
9490,199.0,171.95,0.0,0.1882,0.26544998329566,0.75,16.20453884972532
9491,199.0,171.95,0.0,0.1882,0.26544998329566,1.0,14.459293322601606
9492,199.0,171.95,0.0,0.1882,0.3874180606791659,0.25,24.688651213641048
9493,199.0,171.95,0.0,0.1882,0.3874180606791659,0.5,24.165857422645935
9494,199.0,171.95,0.0,0.1882,0.3874180606791659,0.75,23.39417801474393
9495,199.0,171.95,0.0,0.1882,0.3874180606791659,1.0,22.472801861495025
9496,199.0,171.95,0.0,0.1882,0.7066863283197075,0.25,35.299511114054134
9497,199.0,171.95,0.0,0.1882,0.7066863283197075,0.5,39.60431688980799
9498,199.0,171.95,0.0,0.1882,0.7066863283197075,0.75,41.867148942753154
9499,199.0,171.95,0.0,0.1882,0.7066863283197075,1.0,43.043180835103456
9500,199.0,198.9,0.0,0.0118,0.02776319114275506,0.25,0.8741050213513314
